estimatedX,estimatedY
1.5388,1.8957
1.1910,1.5698
1.0939,0.8527
0.6733,0.6284
0.3758,0.6006
0.2955,0.5020
0.1713,0.3140
0.1128,0.0595
0.0578,0.2782
0.0014,0.0961
0.0092,0.1898
-0.0589,0.2066
-0.0722,-0.0193
-0.0036,0.1283
-0.1004,-0.1762
0.0012,0.2279
0.0030,0.2286
-0.0279,0.0536
-0.0035,0.0852
-0.0303,0.2233
-0.1233,0.0836
-0.0709,-0.0448
-0.0535,0.1998
-0.0942,0.2225
0.0288,0.2050
0.0348,0.5280
0.0125,0.2531
0.0001,0.2563
-0.0556,0.3260
-0.0059,0.4016
0.0381,0.1513
-0.1316,0.2825
-0.1815,0.4842
-0.1435,0.4579
-0.0586,0.4159
-0.0604,0.5281
-0.0445,0.3929
0.0033,-0.0819
-0.0114,0.8580
-0.0850,0.8227
0.1631,0.6761
-0.0959,0.2149
-0.1639,0.7507
-0.2341,0.5188
0.0849,0.1857
0.4702,0.7415
0.2606,1.3328
-0.1892,1.5294
-0.4124,1.5061
-0.6520,1.4655
-0.9859,1.5098
-0.7044,1.6886
-0.5719,1.7343
-0.5595,1.4937
-0.4992,1.5658
-0.5946,1.4452
-0.4168,1.7752
-0.2745,1.9126
-0.3261,1.7863
-0.2324,1.5771
-0.6645,1.6697
-0.6835,1.8088
-0.9541,1.5318
-0.9885,1.4615
-1.2474,1.9145
-0.8157,2.2522
-0.7035,2.4455
-0.5223,2.7696
-0.3543,2.6624
-0.1947,2.3211
-0.4028,2.7916
-0.6986,2.5274
-0.7620,3.0745
-1.2453,2.2028
-0.3126,2.5933
-0.1351,2.9699
-0.0933,2.7432
-0.1066,2.6019
-0.0203,2.6832
-0.2875,3.5077
-0.6859,3.2174
-0.9746,3.3228
-1.1496,3.6041
-0.5936,3.5902
-0.4783,3.6273
-0.4915,3.6729
-0.5988,3.9227
-0.7851,3.8930
-1.1333,3.7977
-0.9262,4.1388
-1.9729,3.6006
-1.7614,3.8455
-1.4678,3.7659
-1.3598,4.1573
-1.9420,4.1150
-1.0204,4.3771
-1.2005,4.4664
-0.9637,4.2831
-0.7100,4.4977
-1.1206,4.2139
-0.6098,4.6912
-0.4753,4.4154
-0.7865,4.0259
-0.7560,4.4360
1.0849,3.9694
-1.6994,3.6135
-2.3855,4.0965
-2.1816,4.1221
-2.4354,4.5190
-2.5575,5.1496
-1.8212,5.0360
-1.3980,5.7882
-1.6586,5.6541
-0.8954,5.2593
-0.0885,4.9599
1.1947,4.3754
0.5337,4.3985
1.0607,4.6281
0.8713,4.8351
1.3590,4.4357
1.1332,4.8943
0.6396,5.3725
1.9526,4.3958
1.4513,4.6144
1.8016,4.4041
2.3117,5.1424
2.4773,5.6856
2.4382,5.8825
1.7149,5.9896
1.6061,5.8379
2.2777,5.3564
2.2600,5.6933
1.6564,5.9742
1.9844,6.0893
1.9278,5.9346
1.8689,5.8863
2.9598,5.7382
3.1868,5.7149
2.8540,6.1673
3.0183,6.4732
2.2245,6.9037
2.8056,6.6528
3.9317,5.8596
4.4235,5.5264
3.5543,6.0334
2.8315,6.2459
2.8237,6.7239
2.0029,7.1060
2.4072,7.1357
2.0380,7.1083
2.6968,7.2904
2.7380,6.9322
2.0136,7.5775
2.1401,6.7877
3.5652,6.2916
4.1618,6.6081
5.0735,5.7686
3.9594,6.2840
3.3189,6.6155
2.7380,7.3150
4.3285,6.4701
4.3387,6.9512
4.7980,6.4384
4.4719,7.5602
4.0092,6.8653
3.6184,7.2534
3.5023,7.1138
4.4087,6.9692
3.6292,7.2541
4.0813,7.9452
4.1651,7.3746
5.0223,7.0241
4.4077,6.6342
3.9128,7.5526
4.1631,7.7580
5.9193,7.4530
4.9247,6.4563
4.7149,6.8956
5.0111,7.0126
4.8693,7.3195
4.8890,7.0823
4.5838,7.8138
4.1602,7.8906
4.2835,7.4067
4.3802,7.7024
5.5525,7.1807
5.9720,7.6655
