estimatedX,estimatedY
10.3182,-1.0768
7.4119,-2.7276
5.2492,-2.9970
3.2361,-2.5700
1.2149,-2.5467
-0.3128,-1.9075
-0.5515,-1.9084
-1.1117,-1.6251
-1.4725,-1.6609
-2.2281,-1.5945
-2.7822,-1.8079
-3.4989,-1.8513
-4.1387,-2.7220
-3.9044,-3.1080
-4.8958,-2.5098
-5.2887,-2.8880
-6.0004,-3.0555
-6.4417,-3.8586
-6.7882,-3.2412
-7.4323,-3.4882
-7.8482,-3.3424
-8.7688,-3.8728
-9.6894,-4.3505
-11.4119,-3.7992
-12.8969,-3.7272
-14.3892,-3.7203
-16.1149,-3.1445
-17.8850,-2.9210
-19.5985,-2.1614
-20.7521,-2.7373
-22.3408,-2.7409
-23.6184,-3.1279
-24.5984,-3.2431
-25.7646,-3.5742
-26.7236,-4.2553
-27.2705,-4.2265
-27.4798,-5.3889
-28.3280,-6.5137
-28.8857,-7.1590
-29.4471,-8.6233
-29.5524,-9.3657
-29.6014,-10.2487
-29.6614,-11.7974
-30.4784,-12.6124
-31.0053,-13.7907
-31.2709,-13.9296
-31.1177,-14.4338
-31.0672,-14.7856
-30.9351,-14.6008
-30.8686,-13.7771
-30.6480,-13.5915
-30.8166,-12.8780
-30.6453,-12.6273
-30.0686,-12.4428
-29.5709,-11.9846
-29.2949,-11.3611
-29.0680,-11.3762
-28.7913,-10.4220
-28.5172,-10.1941
-28.1976,-9.7294
-27.8968,-9.2241
-27.6363,-7.9093
-27.6215,-6.3394
-27.4173,-5.2377
-27.6750,-3.2324
-27.7038,-1.3997
-27.0951,0.7271
-26.9022,1.5490
-26.6403,2.6574
-26.1326,2.9234
-24.9367,3.8771
-24.5887,5.7020
-24.1155,5.9388
-23.7903,6.8347
-23.7888,6.7502
-23.4642,6.8233
-23.1105,6.8208
-22.5828,7.1245
-22.7043,6.9552
-22.6623,6.9138
-22.1875,6.7977
-21.9645,6.0354
-21.4813,6.2877
-21.0398,6.5600
-21.0025,5.7242
-20.4235,5.5516
-19.7980,5.8182
-19.1298,5.0524
-18.3551,4.2418
-17.5295,4.3994
-16.0022,4.0948
-15.0856,4.3565
-13.9156,4.4348
-13.0979,3.9346
-12.2010,3.6081
-10.8888,3.6558
-9.8704,2.7142
-8.2177,2.3490
-6.4809,1.7854
-4.5580,1.0264
-4.2339,1.7511
-3.4750,2.3587
-3.0875,2.8272
-3.4255,3.2969
-2.5949,4.0421
-1.6899,4.8334
-0.1191,5.3431
1.3794,5.3848
2.2619,5.0882
2.7737,4.8218
2.7405,4.6804
3.2652,5.1582
3.6425,5.0892
3.3484,4.8029
3.4261,5.0819
3.4083,4.8788
3.8222,4.2573
4.1409,4.6010
3.7291,4.7908
3.1850,5.2223
3.4138,5.4536
3.9836,5.1305
4.0744,5.0527
3.0538,5.1797
2.9956,5.6388
2.6506,6.1993
2.2925,6.2676
2.9566,6.0158
3.6766,6.0567
3.7226,5.3918
3.2926,6.3096
3.5275,5.1760
3.6837,5.2034
3.4592,5.7275
3.1340,5.6468
3.2966,6.1773
3.3707,6.2972
4.1038,5.8145
3.1627,6.3685
3.4304,5.9251
3.3243,6.3579
3.4276,6.1950
4.2451,6.0027
3.8634,6.8188
3.6457,6.2187
3.6587,6.5578
3.5085,6.6756
3.1558,6.3770
3.8638,6.8040
3.7424,7.1603
4.2617,6.3750
4.1299,6.5568
3.5907,6.7991
3.4214,6.9383
4.1899,6.6821
3.9311,6.4907
4.0151,6.7692
3.9298,6.6751
4.1841,6.7476
4.7478,6.7727
5.5861,6.4813
5.5006,6.0508
4.8751,6.7965
4.3792,6.8065
4.4505,6.6784
3.7921,7.0485
4.0471,7.3502
4.9042,7.6037
4.1222,7.6312
4.4740,7.7544
4.4632,7.6526
5.0225,7.4034
4.3464,7.2077
4.4433,7.3531
4.7682,7.5168
4.5772,7.1649
4.5658,6.8721
4.9355,6.1124
5.7411,6.6627
5.1464,6.6975
4.7331,7.1283
5.1972,7.0496
5.2976,7.6888
5.5731,7.7665
4.9352,7.3650
4.8011,7.8765
4.9034,8.0643
4.9822,7.1883
4.8228,7.4882
5.2161,7.5631
5.2696,7.3866
5.2754,7.3309
5.6266,7.0340
5.7235,7.5190
5.7733,7.5694
5.1249,8.0731
5.5514,8.5691
4.9854,7.4984
5.5310,7.3806
5.9059,8.1198
5.5972,7.4002
5.9743,7.8925
5.6757,7.8094
5.4484,7.9011
5.6535,8.0190
5.7447,7.7125
5.6622,7.5618
5.4936,8.1593
4.9869,7.9818
4.9125,8.1851
5.3658,8.5119
5.8037,7.9416
5.8159,8.3518
6.4116,8.2220
6.3996,8.5547
6.1742,7.2750
6.4968,7.6688
6.4817,8.1169
7.1580,7.3631
6.3825,7.7911
6.2346,8.0202
5.4799,8.5338
6.3046,8.3375
5.4948,8.3186
5.9910,8.1589
6.2209,8.2827
6.9857,8.8144
6.8219,8.3439
7.1122,8.5331
7.0435,7.9730
7.0543,7.9391
7.1056,7.6817
6.5988,7.2794
6.1771,7.4942
6.3763,8.1383
7.0374,8.6533
6.3149,8.2113
7.3328,7.5310
6.7815,7.0988
6.6590,7.1323
7.4943,7.5436
7.2723,7.5776
7.3654,8.2993
7.5198,8.2480
7.4446,7.7276
6.7280,7.5948
6.5947,6.6588
7.0757,6.8089
6.8411,6.3093
7.6319,6.7581
6.7839,8.6082
6.5750,8.2559
6.9712,8.9041
7.3383,8.7504
7.9562,8.8466
7.7322,7.8324
7.1761,7.9562
7.5468,7.7252
7.2453,7.3595
7.2842,7.5097
7.7473,6.9559
8.1043,7.4298
8.8341,7.1360
8.4692,7.1036
7.2635,7.3247
7.8235,7.6376
7.7634,7.2362
8.5432,7.7369
8.5415,7.7676
7.9893,6.9049
7.7252,7.1043
8.1201,7.0553
7.4835,7.1147
6.6979,7.0467
7.6979,6.6589
8.0763,6.9723
8.6546,7.3234
8.4662,7.3424
8.0467,7.6039
8.1201,7.5694
8.3405,6.8580
8.8730,6.7537
9.1713,7.1247
8.7877,7.0303
8.0562,7.6485
8.6671,7.5338
8.6570,6.7636
8.1728,7.5209
8.1799,7.7533
7.9652,8.0344
8.4701,7.3572
8.3837,7.5234
9.1151,6.3408
8.9954,7.0881
9.5568,6.6632
9.3950,6.7868
8.9382,6.8515
8.2803,7.0614
8.5792,6.6581
8.3986,6.9666
7.7349,6.4800
8.3184,6.9949
9.5628,6.3305
9.2321,6.4400
9.0899,6.2456
9.8014,6.9714
8.8784,6.1845
9.1705,6.2753
8.5132,6.1986
8.9823,6.5794
9.5047,6.3169
9.4478,6.4017
9.2104,6.3099
9.4027,6.5260
9.1205,6.3064
9.1197,6.0974
9.0202,6.5409
8.9010,6.2590
8.6844,6.3026
9.8421,6.0838
9.6807,6.1988
9.5363,6.7803
9.6603,5.9196
9.0143,6.5284
9.0701,6.1575
9.6839,5.7640
10.0086,6.3042
9.4752,5.8326
9.4667,4.9254
9.7714,5.7635
9.6686,5.7953
9.8504,4.9727
10.1842,5.5531
10.2676,5.4411
10.3043,5.5964
9.8928,5.5261
9.7538,5.7093
9.7944,5.8458
10.0023,4.7093
10.3310,5.3111
10.1965,5.0639
10.1330,5.5685
10.1589,5.5685
10.8938,5.4922
10.3381,5.7753
10.3546,4.8284
10.1078,4.9499
10.0925,4.6127
9.8441,4.5742
10.0418,4.8785
10.2417,5.4177
10.4071,5.1276
10.4702,4.9632
10.3780,4.5580
10.9124,4.8330
10.7110,5.6584
10.4134,4.4953
10.3548,5.7313
10.6921,5.4476
10.7194,5.2284
10.2357,5.4233
10.3153,4.6859
10.6281,5.1567
10.6713,4.4776
11.2473,3.8099
10.6252,3.6156
11.3668,3.5690
11.0125,4.3287
11.2916,4.6284
11.2051,5.1119
11.1945,4.4175
11.1473,4.8172
11.2949,3.8961
11.4261,4.6098
12.0413,4.2661
11.6099,4.2007
11.5172,3.9903
11.2534,3.7517
11.4631,3.8709
11.3662,3.8146
11.5068,3.2695
11.9299,3.5845
11.3806,2.6778
11.8716,3.7356
12.2468,3.5662
12.0634,4.0910
11.5546,3.8813
11.2115,3.3723
11.7109,3.9665
11.7597,4.3663
11.6064,4.3375
11.6706,4.2969
11.5642,4.5469
12.2097,3.7298
11.9166,3.5620
12.1202,3.3959
11.8668,2.9517
12.0486,2.3652
12.2702,2.9146
12.5730,3.2803
11.9790,3.9395
11.9342,3.3733
12.1025,3.4106
12.3681,2.8161
12.1789,2.7867
12.4272,2.7634
12.6628,3.1190
12.3907,3.3501
12.0211,2.9131
12.8226,3.0030
12.6879,2.9027
12.6787,2.6896
12.5120,3.2507
12.6974,3.6774
12.3801,3.2286
12.1783,3.1063
12.4606,3.1430
12.5453,3.3813
13.0061,2.9999
13.1732,2.8706
12.8431,2.8280
13.1266,3.8330
13.5974,3.4252
13.6116,3.0985
12.7721,2.8556
12.8995,2.5091
13.1627,3.1878
12.7967,3.3159
13.4221,3.0329
12.5551,2.7625
12.9041,3.2286
13.0104,3.0100
12.7226,3.0179
13.3115,2.8763
13.4211,3.2740
13.3626,3.2808
13.8536,2.4095
13.9540,2.2582
13.7731,2.7851
13.2375,2.3225
13.3574,2.4412
13.9959,2.6868
14.1841,2.7445
13.5464,2.5674
13.4162,1.9055
13.8897,1.9472
13.1714,2.2500
13.4101,1.7583
13.7818,2.9789
