estimatedX,estimatedY
46.3051,57.6213
4.9681,4.9727
2.6911,3.3596
-0.0926,1.9688
-0.9875,0.4719
-1.1327,-0.7655
-2.4245,-1.8339
-2.3564,-2.2237
-2.0999,-2.4996
-2.6687,-2.6074
-3.1091,-3.3626
-3.1443,-4.0169
-2.2695,-4.6982
-2.1009,-5.3464
-1.4076,-5.4537
-0.9040,-5.7653
-0.1160,-6.0393
0.4056,-6.3117
2.6561,-6.4600
2.3101,-7.2352
1.6214,-8.0263
1.8406,-6.7091
1.9454,-5.1467
2.0189,-4.4580
1.9939,-2.4744
1.1182,-2.1841
1.1460,-2.1058
0.6507,-2.2716
0.9612,-1.5415
1.7206,-2.0844
1.7321,-0.8281
1.7728,-0.7232
1.5499,-2.3739
1.3311,-1.7044
0.1003,0.3122
1.0773,1.0608
0.1380,2.2740
0.6911,2.8941
0.7125,3.8618
1.1856,3.9046
1.1893,2.5891
0.2162,3.1868
-1.3065,3.9573
-0.9519,2.3993
-0.4457,2.2936
0.1165,2.4300
0.9325,3.1547
0.1818,3.1756
-0.1443,1.4328
0.4128,1.9514
1.2190,1.9592
1.4256,1.4009
1.4492,1.5742
0.7573,0.6395
0.8588,0.1439
0.2475,-0.2382
0.2339,0.5065
0.2537,0.2093
1.8521,1.7027
1.7568,1.3366
1.5947,1.1124
1.3857,1.1574
3.0418,2.2945
2.7445,2.8022
2.0812,2.1216
0.7833,2.8911
0.3374,2.3749
0.1813,1.9532
1.0985,0.9391
1.6223,0.1684
0.7709,0.1711
1.7756,0.8047
0.3534,3.7019
0.7621,3.4490
0.9197,3.1749
0.8391,3.3054
1.7088,1.4290
1.4997,-0.4028
2.1096,-0.8452
2.2086,1.2102
2.6064,1.2164
1.9865,1.8197
3.0632,2.8201
1.5641,1.2793
2.2908,0.9197
2.3612,2.1530
3.0967,1.4849
1.7658,4.2289
1.4407,4.3978
0.8749,3.6486
1.5760,4.2840
1.0294,4.9666
1.7438,6.7870
1.0342,7.1819
1.5279,6.0559
1.8848,3.5531
2.3556,3.2786
2.7732,3.9882
1.6896,5.0457
2.3212,4.8622
2.1646,6.3495
2.3739,5.2275
2.7515,6.0524
2.4201,6.3730
1.1062,7.1118
0.6845,7.5934
2.1447,6.7904
2.4327,6.4423
1.7103,4.0791
2.9593,4.5712
3.0599,5.3985
2.9962,4.6473
3.7355,2.8563
4.7517,1.7314
4.3154,4.3672
3.7563,5.4778
2.6731,6.5383
3.0545,5.1641
3.9140,6.6644
4.2104,2.7916
3.9557,3.9075
3.7470,1.9849
3.3514,1.7857
3.3209,1.4200
2.7019,2.8310
2.1164,4.0788
2.3745,5.7833
2.5916,6.0804
4.1636,5.0803
4.0665,4.6474
3.9757,4.1392
2.4439,5.8002
