estimatedX,estimatedY
3.7054,3.5411
3.0331,2.6216
2.2980,2.1616
1.5974,1.7949
-0.2707,1.7379
-1.4305,2.2305
-2.6502,2.2974
-2.8878,2.4178
-2.0699,1.3970
-2.5437,0.9479
-2.7956,0.4892
-3.4233,0.7419
-2.2077,1.1558
-2.3739,1.1351
-2.1744,2.0325
-2.6589,1.0355
-1.3821,-0.1643
-0.8487,0.2853
-0.0033,0.0255
-0.1024,0.5758
-0.2036,0.1510
0.9006,0.1144
0.9991,0.4074
-0.2193,0.6529
-0.2997,1.0205
0.0542,0.8006
-0.7499,1.1067
-0.4331,0.5635
-0.3184,1.1018
0.2995,0.5353
0.6922,0.4959
0.6809,-0.3426
0.3548,-0.0209
0.3906,0.5222
0.9466,0.2731
0.7058,0.6480
0.5719,-0.1656
0.4755,0.4155
0.7945,0.2317
0.6405,0.5222
0.6003,0.4178
0.4961,1.4374
0.4684,0.9364
0.6201,1.3222
0.5409,1.8333
0.1324,2.0486
0.1383,2.5520
0.3507,2.7209
0.5745,2.3175
1.1980,2.0264
0.9731,1.9436
0.5874,2.0463
0.9216,0.3019
1.2875,0.5649
1.8872,1.6878
1.7031,1.9473
1.2628,2.0158
0.8119,2.1920
0.5458,1.8510
0.8247,1.6352
1.0837,1.9276
1.2578,2.1835
2.0767,1.8095
2.7072,1.2984
2.7544,1.7992
1.9091,2.8679
1.3180,2.2841
1.5241,3.5317
0.7868,4.1009
1.9267,2.2700
1.0995,2.6677
1.5915,3.0077
1.8173,3.1522
1.3644,3.4623
0.1384,3.4545
-0.6037,4.1344
-0.2525,4.1473
0.0670,3.0406
1.7025,3.5145
1.5564,3.2972
0.9739,3.2605
1.3560,3.1643
0.4498,3.0872
-0.5792,3.9524
0.3187,4.4903
0.1214,3.8128
0.6616,4.6077
1.2614,4.4249
1.2980,3.2571
1.7755,3.5854
2.5739,3.7028
2.6437,4.7899
3.5125,4.5990
3.3193,3.7037
2.1653,4.6847
1.1684,3.7700
2.3097,3.0046
3.2233,3.0747
2.7455,3.3041
2.9248,3.9087
2.6960,3.9434
2.3042,4.5356
2.2183,4.4120
3.2687,4.0762
2.9707,5.2036
2.9556,4.4239
2.6480,4.4998
2.5938,4.9994
3.0346,4.9919
3.4987,5.0981
2.4019,5.3823
2.3847,5.5291
2.4454,5.7623
2.4382,6.0185
2.6149,6.0034
2.2634,5.7011
4.0680,4.7057
4.4072,4.9246
4.6850,4.8618
3.4134,5.1541
3.8085,4.5523
2.2722,4.2012
3.5844,5.1640
2.3233,5.1894
3.5123,5.1851
3.5196,6.6566
3.5132,6.9423
3.6342,6.4552
2.8536,6.1470
3.2188,5.6044
2.4978,6.5837
3.4172,5.4319
3.5761,5.0915
3.3535,5.8190
2.5544,5.7579
2.6816,5.5204
3.3269,6.1271
4.7499,5.6576
4.3792,6.5997
3.8805,7.0549
3.6891,7.1708
2.5850,7.2767
2.5705,6.3970
3.0209,6.9730
3.3957,6.7822
3.0346,6.5683
3.7967,6.6606
3.2883,6.9368
3.9099,7.2377
3.5174,6.4922
3.6900,6.4152
3.7060,7.1031
3.5460,6.3777
2.6348,7.4373
4.0272,7.1768
4.4211,7.2200
4.5048,7.2281
4.5324,7.1386
4.4277,6.9766
5.2213,6.9168
4.8113,6.0646
4.9743,5.7816
5.2826,6.3912
4.8401,7.0881
4.8569,7.1706
4.2562,7.4519
4.7809,7.2821
5.1609,7.5033
4.2970,7.4431
4.1420,7.5198
4.5128,7.8609
4.6884,7.4826
4.3493,7.5045
4.9457,7.7934
5.7497,7.4099
4.9361,7.2339
5.6534,6.4440
