estimatedX,estimatedY
2.8750,2.9421
2.3209,2.3280
0.4255,1.4478
-0.8366,1.3296
-2.0076,1.5407
-2.6257,1.9051
-3.4577,2.1168
-2.5097,1.6449
-2.0118,1.0286
-3.8977,0.9872
-4.2120,1.4840
-4.4107,1.7938
-1.4505,1.5457
-4.4100,3.4306
-5.0971,3.4541
-4.7338,2.4335
-1.8055,0.2285
-1.8181,0.2883
-2.3101,-0.1575
-3.1945,1.2548
-2.4532,0.8983
0.6779,0.6869
1.2753,0.7163
1.7707,-1.3999
1.3228,-0.6698
0.5635,-0.2761
0.6575,-0.4767
0.5577,1.6268
-1.7607,3.3115
-0.2648,1.1116
0.0382,1.1463
0.8525,-0.4834
2.0915,-0.7797
1.7680,-0.0033
2.5658,0.8469
2.4088,-0.1133
2.1895,0.0457
2.7931,-0.1165
2.3445,0.2457
0.6735,0.5062
-0.5040,1.0788
-1.0600,1.8178
-1.3720,0.9384
-2.1173,3.0422
-0.0087,0.4428
0.3215,0.7618
1.4398,1.1025
1.7611,2.3467
1.0034,1.6998
0.5543,2.0372
0.0640,2.4111
0.1637,2.7176
0.6005,1.4051
1.8291,0.8451
1.0614,2.1681
1.2110,2.1180
2.5994,0.8747
2.8121,1.1795
1.7752,0.2801
-0.0793,2.2023
-1.1363,3.6421
0.2465,2.0525
-0.6166,1.9564
-0.8722,2.0979
-0.0561,2.3482
0.1296,4.0767
-0.3031,3.6021
0.4678,3.4602
2.0000,3.4018
1.3507,4.5299
0.0051,4.9046
1.0403,4.2501
1.5758,2.7694
2.1992,2.2563
0.2948,2.8105
0.2908,3.5932
-1.3122,4.8546
-1.9210,4.8228
-0.3392,4.7031
-1.5137,5.0064
-1.5705,4.9873
2.0509,3.2090
1.0570,2.2930
0.8748,3.6747
-1.4349,5.5390
-1.8908,4.5366
-1.7284,4.2559
-1.4509,5.0789
-1.5196,4.9795
-0.3111,4.3254
0.8188,3.7590
2.3780,3.6392
3.1776,4.5310
3.7489,4.7698
1.8939,6.8435
0.9423,4.2558
1.3470,3.5707
1.5268,3.5383
1.6084,2.8785
1.3963,2.7678
1.7094,2.5156
1.8888,3.6912
2.4628,4.3948
4.3128,3.3956
2.8137,5.3264
2.4821,6.3125
2.9434,6.0438
1.7537,6.3343
1.3603,6.0485
2.4397,5.3896
1.8628,6.0213
1.5677,6.9502
2.0631,7.1455
1.5511,7.4695
0.7918,7.0368
-0.7941,7.2787
-0.8958,8.3088
0.9586,5.7991
2.7829,5.4167
1.7744,5.6803
2.2731,5.3845
1.8693,4.6969
1.3944,5.7798
0.4799,6.0381
1.0380,7.1762
2.2739,7.3958
2.8178,7.3659
3.1780,6.4152
3.2644,5.7050
3.5587,4.5547
3.7155,4.7526
3.5695,5.1640
1.8104,6.3291
1.2796,6.1167
1.0048,5.7675
0.6484,6.4374
2.2635,6.6144
3.5260,6.6391
4.5766,5.9860
5.1573,5.6707
5.4832,6.6131
5.3148,5.0261
4.7395,5.1371
5.1218,5.4960
4.0743,5.5136
4.6442,5.4687
4.9760,5.2723
4.5216,4.9609
3.3000,5.9102
4.5783,5.1115
5.1206,6.5857
5.2320,6.6460
5.3878,4.8215
4.7232,5.5310
5.2605,6.4112
3.5268,7.7891
4.2190,8.0171
3.1458,8.6341
4.1184,8.5358
6.7643,7.0214
7.1471,6.3884
6.4888,5.9709
6.4450,6.0572
5.0616,6.4139
5.2320,6.3581
6.4611,5.8122
7.4377,5.8242
8.6359,4.9633
7.9227,4.3453
7.2474,4.1906
4.9670,6.3986
2.4481,7.9652
2.0092,8.6097
1.7282,9.0820
2.4997,9.2234
3.3301,9.5913
2.1269,8.0218
4.5955,6.3822
4.8013,6.0822
4.5736,5.5697
5.4840,6.3481
5.1547,6.4074
5.6658,6.6144
4.8080,7.2552
4.4657,7.8180
4.7709,7.9486
4.8938,8.6051
5.8498,7.6681
5.9461,7.6926
5.1865,7.6772
6.4321,7.3719
5.4123,7.0804
4.6881,7.2176
3.9633,7.7773
2.2742,9.2011
2.4335,9.4710
2.8757,10.0596
3.7252,9.4910
5.0387,7.8794
4.7097,7.8873
4.6478,8.6104
5.8131,8.6288
5.4165,8.1766
4.9779,8.6345
5.4842,8.5654
4.5163,8.1851
4.9265,7.5879
4.7904,7.3978
4.5653,7.5861
4.1131,8.6830
5.5177,9.3198
5.0673,9.3133
4.1432,9.3509
3.5889,9.2021
5.0539,8.6307
6.6747,7.8343
4.8684,7.5097
4.5696,9.4085
4.9146,8.3217
4.0090,8.6665
4.0707,8.8306
5.4794,7.1950
4.7480,8.3186
6.6452,7.7558
7.8765,7.8806
7.5292,7.6816
6.1983,9.4955
5.8438,8.6181
6.5243,8.3198
8.1577,6.6627
8.7423,6.2752
8.1925,5.3131
8.4740,5.1024
7.5016,5.8914
7.3604,7.1210
5.4352,8.3125
6.7682,7.0187
6.6805,8.2740
6.7246,7.5423
6.7288,9.3543
6.2928,9.9085
6.2909,10.2604
5.9414,9.5982
6.1591,8.3581
6.2695,9.7306
7.2954,8.9474
6.9130,9.7897
6.4559,9.4892
6.9713,8.4497
7.7464,8.9037
5.6371,8.8764
6.0494,7.9969
6.2603,8.6988
6.7762,7.8834
6.6064,6.7689
6.9283,7.3705
6.3598,8.7730
6.1475,9.0638
7.5265,7.5939
9.1565,5.0489
9.6903,5.1854
8.7901,6.0409
7.3097,6.1739
7.1283,6.4746
5.8076,8.8312
5.7388,8.9615
6.0719,9.4260
5.2547,10.1626
7.0812,7.7133
6.3176,8.8838
5.6849,8.6268
6.6354,8.6204
6.2776,7.2413
7.8805,6.2007
7.7828,5.6196
8.6219,5.4187
9.6503,6.7938
10.3914,6.6393
10.9750,5.0691
9.7553,4.0604
9.1254,4.8742
8.7829,5.3936
7.6790,6.1261
6.6368,6.9571
7.2236,6.7924
6.3114,8.6603
5.4118,8.7120
6.3290,8.5496
5.8312,9.4941
5.5357,9.0017
5.9226,7.9645
8.0755,7.4585
7.9923,6.9159
7.5638,7.4840
7.7488,6.9077
7.2483,7.8089
7.5335,8.6434
9.1496,7.0775
9.8273,6.4878
10.0022,6.4503
9.7952,5.9117
8.8586,6.3503
8.4861,6.9853
8.1084,6.8622
8.7580,7.0100
8.3787,6.1515
8.6135,6.3070
8.4230,6.2255
6.9516,7.4605
6.7611,7.2816
7.2472,8.5091
7.0823,9.3142
6.9877,8.0810
7.3504,8.1782
7.4028,7.8499
8.3133,6.9494
9.7486,6.7227
9.8483,6.1684
9.6040,3.7036
9.2235,3.9919
9.0840,5.7882
10.3110,4.8537
10.5168,4.5259
10.2823,4.5591
9.0981,5.2576
10.3710,4.0536
10.5925,3.9995
10.8101,3.4536
11.0369,2.7665
11.5774,4.3477
11.0941,6.4335
10.5869,7.0819
10.8877,4.7561
10.4982,5.6305
12.0894,4.2381
12.6322,4.3472
14.2942,3.3316
13.7234,2.7584
10.4950,5.6950
10.3910,6.3825
10.2297,6.5679
9.2096,5.6332
9.2603,5.7185
9.4433,5.3389
10.4402,5.0121
11.3233,4.2974
11.0244,4.2396
10.9431,4.1637
10.9399,5.6007
10.9231,5.4041
11.0022,5.3100
9.6147,6.0451
9.2905,7.2947
9.6507,5.9190
9.1895,6.1565
7.7680,6.7912
8.5062,6.5010
9.9957,5.1962
11.2350,4.1491
12.2088,3.7956
11.6446,3.8653
11.0050,4.1886
10.3321,4.2978
10.8367,4.9953
10.8124,4.7043
11.0721,5.1319
10.6304,5.3597
10.5025,5.5877
10.2375,5.4893
10.9940,4.6495
11.1771,3.3380
11.1442,3.7906
11.3247,4.6789
10.2763,5.2312
10.1925,4.8929
10.1250,5.7458
10.7872,5.2790
10.2332,4.3580
11.1402,4.0945
11.4579,3.6885
11.8380,3.1635
13.5293,1.2482
15.1946,0.9020
16.0989,0.5557
16.0147,1.6588
14.4760,2.1667
13.9132,2.7659
14.0030,3.4050
13.0665,3.4339
10.3440,5.3258
11.1762,6.2432
9.7756,6.7663
8.1974,6.1825
7.6056,6.0545
7.3818,5.9710
7.6441,6.3526
8.2541,4.7544
9.1925,3.9963
9.0124,6.7716
9.3819,6.8413
9.5680,5.5646
11.2952,4.8472
11.0581,4.8133
11.4339,4.1335
12.8580,3.5647
14.3966,3.1001
13.3461,3.7774
13.1934,3.5071
14.2376,1.4893
15.1399,1.0920
15.2634,1.9864
14.2197,3.0994
13.3445,3.9679
12.6686,3.7629
11.9885,4.2614
10.5848,4.8724
12.0988,3.1825
14.2524,1.5439
15.7088,1.3343
15.5625,0.3214
17.8769,0.3777
17.7041,1.2925
18.1296,0.3292
17.2775,0.1741
15.1301,2.1131
13.1826,3.0837
14.1213,1.3132
14.1730,2.0383
14.1253,2.1246
14.3078,2.9740
14.7401,3.3300
11.7853,3.8311
11.1864,3.7224
10.4654,3.3694
9.9703,4.9908
9.9853,4.7272
10.4218,4.1847
10.0565,3.9382
9.9056,4.6912
10.3697,4.8528
10.6756,4.4590
10.5876,4.9280
11.6763,4.1250
12.5238,4.3561
10.9636,4.7480
11.5258,5.1875
11.5135,4.8765
12.1883,4.3036
12.7695,3.5766
13.7431,3.8630
11.8050,3.5507
9.9828,4.1885
11.6265,4.1223
12.0226,3.0999
14.3409,2.3843
16.2475,2.9867
15.3011,3.7030
14.3493,3.1411
14.1570,3.5310
15.1081,3.1724
13.6258,2.0958
13.0568,1.3100
12.7783,0.5852
14.3047,0.3587
15.0806,0.7433
14.8588,1.1907
14.1501,1.6512
14.3897,2.2197
16.2974,0.9589
16.3723,0.8936
14.4355,2.7165
16.7583,2.2108
15.7936,1.2626
15.7318,2.2905
13.9476,3.3591
12.3420,4.4604
10.7498,4.7069
11.0657,4.9525
11.5901,5.0865
13.5475,4.1446
13.3662,3.5135
13.7826,3.0871
12.5345,3.2805
12.3684,2.5382
12.0727,2.7203
12.1339,2.8233
13.8099,2.8314
13.8715,2.2118
13.2119,3.8500
14.7656,2.7023
15.5550,1.9025
16.3805,0.8227
15.4928,0.8842
15.1257,1.9964
14.2748,2.5729
14.0897,3.4149
13.8402,3.2342
13.6735,2.8713
13.7652,3.4090
14.2434,3.0490
14.8676,2.6029
15.2093,1.5768
14.2875,3.5519
14.5050,4.2049
14.8937,3.9968
14.3546,4.3293
15.1662,4.6168
15.9108,4.9108
15.4978,4.2584
14.9272,3.7115
13.8010,4.3854
13.1496,4.3231
13.5546,4.3511
15.7542,3.0177
16.7170,3.1326
16.2401,2.8189
15.3139,2.7923
15.3322,1.8454
15.4921,3.7370
16.4945,3.1142
16.0747,2.1788
16.9067,3.9001
16.5017,3.3073
15.5331,3.5336
15.0603,4.9564
15.5716,3.3624
15.0232,3.9196
15.8277,2.9443
15.1844,4.1575
14.3479,4.0087
13.6187,3.5768
14.4525,3.0056
16.4503,3.0644
18.3280,2.8215
19.5775,3.7866
19.1007,3.9300
18.5961,3.2331
17.8917,4.3533
18.0726,2.8395
19.3409,3.2676
17.8187,3.9850
18.1639,2.6340
18.1883,2.8045
17.6590,2.6936
17.5002,3.8775
17.6875,4.4329
17.7787,4.0330
18.1149,2.8907
17.7984,3.4929
17.2951,3.7509
14.9526,5.1026
13.7953,6.1860
15.0402,5.2373
17.1423,4.0018
16.2760,4.4130
16.7050,3.1280
17.5934,2.6837
19.3256,3.4227
16.7643,5.1825
16.1188,5.5622
16.4620,6.8287
17.0095,5.4957
16.8681,4.7528
17.8322,4.7696
18.1238,4.8508
18.3068,5.6587
19.4451,5.6149
18.7148,5.9037
18.9897,4.1498
19.3208,4.4997
17.1759,5.5463
16.3620,4.8391
16.2061,4.5632
15.6541,5.9548
14.8628,6.8098
14.0906,6.9026
15.8933,5.1887
17.0220,5.3174
17.7147,6.2186
16.8494,7.5771
16.9039,8.2597
18.9587,6.8275
19.3138,5.6285
19.5017,5.3022
18.4445,5.8295
18.3092,6.3799
18.0329,7.1383
16.7186,7.3846
16.6018,8.2328
17.3984,8.5747
16.0391,9.4139
15.7168,8.7791
15.7167,8.7946
17.4427,6.7071
16.0907,8.7541
18.6486,7.8035
19.3796,6.6319
19.1661,6.2058
17.2846,7.6686
17.8430,6.6926
16.9082,6.9565
17.2708,8.0398
17.0814,8.2940
16.4516,8.7108
18.6602,7.7324
19.7537,6.7836
19.5145,7.4400
20.5624,7.1658
19.7142,7.4059
19.3691,8.2566
20.0662,7.4169
19.4464,7.8992
17.4655,7.8066
19.0891,7.9677
20.0648,6.0740
21.8432,6.8275
23.6375,8.7331
22.0330,6.7676
19.6577,7.0499
20.2083,6.9572
19.4961,7.2969
20.0113,7.5909
18.1863,8.2119
17.7024,9.2846
17.8409,9.3965
18.1802,9.6165
19.7008,8.8804
20.4039,7.8087
20.6214,7.3358
20.9879,7.2879
19.8982,7.5721
19.0144,8.9520
18.8509,9.8069
17.5035,9.9851
18.5193,9.9535
17.8710,10.9527
16.3927,12.0468
17.2357,10.5024
18.8288,11.0366
17.4297,10.6823
17.1925,11.3524
17.3072,12.0510
15.7147,12.1433
16.3089,11.4648
16.9323,10.8611
17.9149,10.6977
19.9361,11.2109
21.8906,11.4887
22.2331,11.3284
21.5001,10.1432
21.1473,10.4855
20.9263,9.5511
21.8147,9.5273
21.7969,9.0420
21.4580,8.8161
20.7475,9.7398
19.5652,9.7476
19.3251,10.4662
17.6483,10.5866
18.0079,10.6439
19.1267,11.7150
19.3904,11.9672
21.0427,10.8322
22.5139,10.9537
21.8789,10.8095
21.3579,11.4281
21.6941,10.9491
18.5243,12.3954
16.4056,13.3523
18.8776,12.9969
17.8869,12.9074
19.3047,12.1792
21.8823,11.5701
22.7149,11.5215
23.6723,11.2356
22.3784,11.2457
23.2177,12.9355
22.8620,11.7678
21.8483,12.0823
21.3012,11.7146
23.1276,10.6253
23.5120,9.4190
21.5744,11.2659
21.8193,11.6783
22.1961,12.1763
22.3911,11.1420
21.3777,12.5114
21.1766,12.5461
21.2091,12.1097
21.4501,12.0095
20.8945,11.7209
