#####################################################################
# Alchemist log file - simulation started at: 2026-01-29T16:50+0000 #
#####################################################################
#
# numberOfNeighbors = 4, seed = 1.0
#
# The columns have the following meaning: 
# time PositionX[mean] PositionY[mean] 
0.0 NaN NaN
0.016676366669265086 NaN NaN
1.016676366669265 0.00 0.0
2.016676366669265 0.00100 0.0019999999775
3.016676366669265 0.00297 0.005939999410543381
4.016676366669265 0.00588 0.011761795423706877
5.016676366669265 0.00970 0.019408925436444752
6.016676366669265 0.0144 0.02882661024854933
7.016676366669265 0.0200 0.03996169780588868
8.016676366669266 0.0264 0.0527626078489383
9.016676366669266 0.0336 0.06717927761090564
10.016676366669266 0.0416 0.08316310870093013
11.016676366669266 0.0503 0.10066691528045302
12.016676366669266 0.0598 0.11964487361696408
13.016676366669266 0.0700 0.14005247307856197
14.016676366669266 0.0809 0.16184646861476526
15.016676366669266 0.0925 0.18498483475347216
16.016676366669266 0.105 0.20942672113060867
17.016676366669266 0.118 0.23513240955757905
18.016676366669266 0.131 0.26206327262191276
19.016676366669266 0.145 0.2901817338082891
20.016676366669266 0.160 0.3194512291202367
21.016676366669266 0.175 0.34983617017708685
22.016676366669266 0.191 0.3813019087560638
23.016676366669266 0.207 0.413814702745603
24.016676366669266 0.224 0.4473416834729694
25.016676366669266 0.241 0.48185082436691984
26.016676366669266 0.259 0.5173109109144141
27.016676366669266 0.277 0.5536915118691512
28.016676366669266 0.296 0.5909629516689263
29.016676366669266 0.315 0.6290962840183951
30.016676366669266 0.334 0.6680632665937559
31.016676366669266 0.354 0.7078363368260501
32.016676366669266 0.375 0.7483885887202107
33.016676366669266 0.396 0.7896937506676103
34.016676366669266 0.417 0.8317261642106353
35.016676366669266 0.438 0.8744607637187344
36.016676366669266 0.460 0.9178730569364015
37.016676366669266 0.482 0.9619391063646577
38.016676366669266 0.505 1.0066355114387642
39.016676366669266 0.528 1.051939391466109
40.016676366669266 0.551 1.097828369289462
41.016676366669266 0.574 1.1442805556420506
42.016676366669266 0.598 1.1912745341621918
43.016676366669266 0.622 1.2387893470364892
44.016676366669266 0.646 1.2868044812418689
45.016676366669266 0.671 1.3352998553579847
46.016676366669266 0.696 1.3842558069227584
47.016676366669266 0.721 1.4336530803050238
48.016676366669266 0.746 1.4834728150694318
49.016676366669266 0.772 1.5336965348099199
50.016676366669266 0.798 1.5843061364291648
51.016676366669266 0.824 1.6352838798425253
52.016676366669266 0.850 1.6866123780860196
53.016676366669266 0.877 1.7382745878088932
54.016676366669266 0.903 1.790253800132306
55.016676366669266 0.930 1.8425336318565924
56.016676366669266 0.957 1.8950980170004472
57.016676366669266 0.985 1.9479311986562469
58.016676366669266 1.01 2.0010177211465274
59.016676366669266 1.04 2.0543424224674327
60.016676366669266 1.07 2.1078904270056835
61.016676366669266 1.10 2.161647138516333
62.016676366669266 1.12 2.215598233349253
63.016676366669266 1.15 2.269729653912938
64.01667636666926 1.18 2.324027602364814
65.01667636666926 1.21 2.378478534517849
66.01667636666926 1.24 2.433069153953773
67.01667636666926 1.27 2.4877864063337776
68.01667636666926 1.30 2.542617473898023
69.01667636666926 1.32 2.59754977014578
70.01667636666926 1.35 2.652570934688454
71.01667636666926 1.38 2.7076688282681687
72.01667636666926 1.41 2.7628315279349724
73.01667636666926 1.44 2.8180473223761213
74.01667636666926 1.47 2.8733047073912235
75.01667636666926 1.50 2.928592381507371
76.01667636666926 1.53 2.9838992417287065
77.01667636666926 1.56 3.0392143794151516
78.01667636666926 1.59 3.0945270762853125
79.01667636666926 1.62 3.149826800538838
80.01667636666926 1.65 3.2051032030937474
81.01667636666926 1.68 3.260346113934486
82.01667636666926 1.71 3.3155455385666683
83.01667636666926 1.74 3.370691654574699
84.01667636666926 1.77 3.4257748082786224
85.01667636666926 1.81 3.480785511486765
86.01667636666926 1.84 3.535714438340882
87.01667636666926 1.87 3.59055242225069
88.01667636666926 1.90 3.645290452914813
89.01667636666926 1.93 3.6999196734253177
90.01667636666926 1.96 3.754431377453137
91.01667636666926 1.99 3.8088170065118065
92.01667636666926 2.02 3.863068147297079
93.01667636666926 2.05 3.917176529100038
94.01667636666926 2.09 3.971134021291505
95.01667636666926 2.12 4.024932630875562
96.01667636666926 2.15 4.0785645001101685
97.01667636666926 2.18 4.132021904192875
98.01667636666926 2.21 4.18529724900977
99.01667636666926 2.24 4.238383068945828
100.01667636666926 2.28 4.291272024754932
101.01667636666926 2.31 4.343956901487891
102.01667636666926 2.34 4.396430606476846
103.01667636666926 2.37 4.448686167374504
104.01667636666926 2.40 4.500716730246712
105.01667636666926 2.43 4.552515557716923
106.01667636666926 2.47 4.6040760271611685
107.01667636666926 2.50 4.655391628952186
108.01667636666926 2.53 4.706455964751387
109.01667636666926 2.56 4.75726274584743
110.01667636666926 2.59 4.807805791540154
111.01667636666926 2.63 4.858079027568709
112.01667636666926 2.66 4.9080764845827085
113.01667636666926 2.69 4.957792296655323
114.01667636666926 2.72 5.007220699837202
115.01667636666926 2.76 5.056356030750185
116.01667636666926 2.79 5.1051927252197835
117.01667636666926 2.82 5.153725316945421
118.01667636666926 2.85 5.201948436207474
119.01667636666926 2.89 5.249856808610167
120.01667636666926 2.92 5.297445253859387
121.01667636666926 2.95 5.344708684574545
122.01667636666926 2.98 5.391642105133577
123.01667636666926 3.02 5.438240610550241
124.01667636666926 3.05 5.484499385382888
125.01667636666926 3.08 5.530413702673864
126.01667636666926 3.11 5.575978922918764
127.01667636666926 3.15 5.621190493064743
128.01667636666926 3.18 5.666043945537136
129.01667636666926 3.21 5.710534897293631
130.01667636666926 3.24 5.754659048905253
131.01667636666926 3.28 5.7984121836634746
132.01667636666926 3.31 5.841790166712719
133.01667636666926 3.34 5.884788944207589
134.01667636666926 3.37 5.927404542494152
135.01667636666926 3.41 5.969633067314609
136.01667636666926 3.44 6.011470703034721
137.01667636666926 3.47 6.052913711893341
138.01667636666926 3.51 6.093958433273455
139.01667636666926 3.54 6.1346012829941134
140.01667636666926 3.57 6.174838752622656
141.01667636666926 3.60 6.214667408806662
142.01667636666926 3.64 6.254083892625038
143.01667636666926 3.67 6.293084918957696
144.01667636666926 3.70 6.331667275873274
145.01667636666926 3.74 6.369827824034354
146.01667636666926 3.77 6.407563496119659
147.01667636666926 3.80 6.4448712962627
148.01667636666926 3.83 6.481748299506392
149.01667636666926 3.87 6.518191651273113
150.01667636666926 3.90 6.554198566849744
151.01667636666926 3.93 6.589766330887201
152.01667636666926 3.97 6.624892296914
153.01667636666926 4.00 6.659573886863384
154.01667636666926 4.03 6.693808590613591
155.01667636666926 4.07 6.727593965540791
156.01667636666926 4.10 6.760927636084288
157.01667636666926 4.13 6.793807293323558
158.01667636666926 4.16 6.826230694566695
159.01667636666926 4.20 6.858195662949894
160.01667636666926 4.23 6.8897000870475456
161.01667636666926 4.26 6.9207419204925635
162.01667636666926 4.30 6.951319181606577
163.01667636666926 4.33 6.9814299530396
164.01667636666926 4.36 7.011072381418826
165.01667636666926 4.40 7.0402446770061875
166.01667636666926 4.43 7.068945113364342
167.01667636666926 4.46 7.097172027030712
168.01667636666926 4.50 7.124923817199303
169.01667636666926 4.53 7.152198945409909
170.01667636666926 4.56 7.178995935244442
171.01667636666926 4.59 7.205313372030043
172.01667636666926 4.63 7.231149902548669
173.01667636666926 4.66 7.256504234752878
174.01667636666926 4.69 7.281375137487512
175.01667636666926 4.73 7.30576144021698
176.01667636666926 4.76 7.329662032757888
177.01667636666926 4.79 7.353075865016722
178.01667636666926 4.83 7.376001946732339
179.01667636666926 4.86 7.398439347222987
180.01667636666926 4.89 7.420387195137623
181.01667636666926 4.93 7.441844678211265
182.01667636666926 4.96 7.462811043024139
183.01667636666926 4.99 7.4832855947644035
184.01667636666926 5.03 7.5032676969942
185.01667636666926 5.06 7.5227567714188215
186.01667636666926 5.09 7.541752297658773
187.01667636666926 5.13 7.560253813024515
188.01667636666926 5.16 7.578260912293681
189.01667636666926 5.19 7.595773247490573
190.01667636666926 5.23 7.612790527667732
191.01667636666926 5.26 7.629312518689392
192.01667636666926 5.29 7.645339043016635
193.01667636666926 5.33 7.660869979494062
194.01667636666926 5.36 7.675905263137809
195.01667636666926 5.39 7.69044488492473
196.01667636666926 5.43 7.704488891582578
197.01667636666926 5.46 7.718037385381027
198.01667636666926 5.49 7.7310905239233865
199.01667636666926 5.52 7.743648519938816
200.01667636666926 5.56 7.755711641074944
201.01667636666926 5.59 7.767280209690707
