estimatedX,estimatedY
20.6478,4.5194
22.2715,5.0452
23.7826,5.0651
25.5623,5.2513
26.8204,3.7867
28.0560,3.3891
27.9010,4.8776
26.0144,7.2567
26.9086,6.1000
26.2421,6.4457
26.0058,5.3558
25.9330,5.0313
24.7184,5.1377
23.8254,5.5087
24.2406,3.4495
24.6165,3.0494
26.5767,0.8968
27.1322,0.5348
26.9912,0.8703
27.8082,0.3282
26.8826,0.6917
25.2430,-3.2315
24.6761,0.9536
24.2539,-0.5162
22.1079,1.1912
20.2752,3.2888
19.1511,3.1574
18.3196,1.7115
15.0212,2.3304
14.0617,1.6276
12.6153,1.3285
12.7984,-2.5075
11.9747,-4.6213
4.9491,0.2915
1.7222,1.2160
-0.8017,0.9559
-3.1271,0.8492
-4.9295,1.3995
-5.2053,2.8697
-6.5063,3.2600
-7.2893,2.6384
-7.3806,2.6541
-8.1396,2.4958
-0.9875,0.0753
-1.3377,0.4993
-1.2057,1.0212
-1.0869,1.6382
-1.1366,2.1042
-1.0197,3.1966
-1.2123,3.3274
-1.1437,0.6990
-2.6083,2.2050
0.5996,1.6787
1.3392,2.0756
1.6466,2.6202
0.6593,2.6838
0.6649,2.4898
-0.4168,2.7005
0.0112,1.9869
3.9112,0.0094
2.2668,1.2151
1.5506,2.9985
-0.6783,3.3024
-1.6288,4.1493
-1.1392,4.0366
-0.3696,3.5348
-0.5507,3.9017
-0.6110,2.6473
2.4801,2.7181
-0.3643,2.3512
0.5769,1.9251
1.2898,2.4389
4.0521,1.6904
3.2346,2.3500
2.9653,2.0723
2.1079,2.1023
2.6220,1.4911
0.8193,0.7419
2.1885,1.2711
2.6402,2.2050
0.6168,3.5841
2.2507,3.8347
1.8626,4.4031
2.2928,4.8044
2.8727,4.9571
5.0587,3.0908
4.3756,2.2124
2.2556,5.7602
2.0059,6.3488
4.5106,3.6045
3.9413,4.0491
4.8999,4.8384
5.7203,3.8392
4.9510,2.6412
5.4907,3.1117
5.7189,2.8814
5.7699,2.8497
4.8069,2.4452
5.5648,3.0213
5.5917,3.4985
4.7483,4.0043
2.7363,4.8353
1.6812,5.1547
1.0376,4.8698
-0.1090,3.8321
-0.0982,3.9424
-0.2722,4.0041
-0.6088,3.6252
1.7452,3.4266
1.3681,3.2060
2.2893,4.0920
3.0297,4.1364
1.4696,4.0540
0.6250,5.3750
0.5849,6.7178
-0.4579,6.9349
-0.2161,6.3984
-0.5737,6.1518
0.6620,6.3695
2.1123,4.7783
0.6901,5.4592
1.7997,4.8558
2.4900,4.6003
1.8101,6.6944
0.9129,7.7956
1.8184,6.5005
1.9706,6.1114
1.4288,6.1073
1.0459,5.9836
2.3471,6.3692
5.3021,7.4522
8.7208,6.9994
8.3517,6.8282
7.2054,7.2374
3.9286,7.0653
4.2007,7.0531
3.0016,7.8271
4.6746,6.6173
3.4674,6.2658
2.9534,7.0720
1.8690,7.4787
2.6613,5.7636
2.3706,6.0048
2.4454,5.6237
3.0633,6.0519
1.6480,7.2409
1.8142,7.6655
1.2670,7.3695
3.1767,6.0983
3.6460,5.8796
5.4036,6.5010
5.6627,8.5477
4.2092,9.2635
6.5046,6.2762
7.9307,6.2146
7.5990,7.3284
7.1844,7.4573
7.8893,8.3460
5.7851,7.9030
6.2273,7.2394
5.3651,6.8592
5.0231,5.5778
4.2835,6.2734
3.6045,6.6192
2.5505,7.1106
2.8969,6.4793
2.0784,6.3027
2.5604,6.4820
2.6834,7.5722
3.0633,6.3321
3.3902,6.7252
2.7824,5.7894
2.5671,5.8380
3.8253,6.7531
4.5570,6.7045
4.9079,7.5698
4.7751,8.2423
4.2690,8.7535
4.1752,8.7424
4.1064,8.6912
4.7952,7.7678
4.7191,8.2021
3.9614,8.4957
3.8569,7.6685
3.4174,8.0387
5.3717,8.2744
6.0103,8.3810
6.0223,7.7155
6.6359,7.0639
8.2006,5.9791
4.7512,8.5649
4.1511,8.5902
3.2036,8.1472
4.5024,6.8975
3.9181,6.9273
5.2062,7.4594
3.1395,7.0565
2.9807,8.4561
6.1717,8.9211
5.5026,8.0624
3.4106,10.4207
2.8375,10.8492
3.5196,8.7648
5.2430,7.1729
4.7829,7.2762
4.5437,7.6506
2.9953,8.5912
2.3065,8.0393
1.6633,7.1689
3.9061,7.6554
2.5145,7.4069
7.9936,7.3053
7.6062,7.4065
7.3804,7.5486
7.2262,7.5438
5.7009,7.3137
4.4964,9.4428
5.0874,10.1081
5.7346,10.2697
6.2249,9.2660
7.3006,9.2953
6.7617,9.3235
6.9498,9.8215
6.0221,9.0809
7.9075,8.6930
7.5591,8.4283
7.4257,8.6900
9.2007,8.9686
9.8463,9.3627
9.4878,7.8131
10.0189,7.7298
9.4871,7.1316
8.7946,7.6382
7.8332,7.9458
8.6191,8.0073
9.6129,8.6869
8.7760,8.4674
8.2456,7.8951
7.6277,7.3093
6.8565,6.6156
6.8297,6.6867
5.4043,7.9198
5.6135,7.9741
6.6482,7.9942
6.8055,7.5818
7.7197,8.2240
5.8731,7.2051
4.7824,6.5926
4.2309,6.6194
5.0339,6.5147
3.8584,7.0137
5.8094,6.3356
5.3878,6.0211
6.2242,7.6066
6.3102,8.4564
6.4038,9.7566
6.6229,9.4182
5.9152,9.6194
7.0413,9.5448
7.9920,9.4531
9.1297,7.9781
8.9174,7.6564
9.3893,7.4879
8.7110,6.7983
9.5883,6.3546
11.6463,6.8558
11.6383,6.9920
12.6986,6.9951
11.0723,5.5574
9.0963,8.3749
9.5732,9.4388
10.2115,9.1065
10.3436,8.5003
9.2566,7.3079
8.7014,7.6690
7.8874,7.9482
7.8894,7.6581
8.1051,7.2111
7.7105,7.2495
7.6640,6.9837
6.5652,8.0321
5.9004,7.7578
6.2688,7.0754
6.4841,8.6681
7.3583,8.2053
5.0571,9.1876
7.5101,8.7041
7.3316,6.8716
7.4591,6.1367
7.8872,6.1332
8.2441,6.9923
8.2502,6.5626
6.9816,6.7248
6.7709,7.5292
8.3304,7.7740
7.3023,7.7684
9.4732,7.0492
10.4116,8.2572
10.2221,7.9312
10.2339,6.9306
11.2843,6.7711
9.4398,7.3128
7.5195,7.2009
7.8952,7.5956
7.2842,6.9691
7.0354,6.7588
7.4890,5.2808
8.1545,5.2879
9.8607,5.8035
9.7177,5.4353
10.8557,4.2019
10.9282,4.3941
10.1870,5.8612
10.1305,6.3011
10.7436,7.8223
11.1574,7.3429
9.7744,5.8181
10.7935,5.6609
11.6841,5.6371
10.3578,6.4578
11.1624,5.8987
10.4092,5.9137
11.1833,7.4737
10.1618,7.6162
9.7532,7.2708
9.0079,6.3958
8.4767,6.3748
8.0888,6.5278
7.6568,6.4523
8.6302,6.1768
10.4498,6.1072
9.1146,5.6941
9.0284,7.7060
7.3309,7.6145
8.1079,5.9824
9.5887,7.1964
10.2122,7.5931
9.7831,7.1270
7.7678,5.9132
8.1804,7.2276
6.8626,6.1483
7.8157,6.5001
9.4372,7.0223
10.4923,6.9514
10.6419,7.4031
11.9646,6.8494
13.3143,6.3556
14.1321,5.6768
14.6338,4.5166
