estimatedX,estimatedY
8.3027,17.8172
9.0305,18.4269
8.2503,18.7773
9.5290,18.9054
10.2416,18.9053
10.5260,18.2815
10.0502,16.8780
11.1578,16.8634
11.3715,16.3933
11.6409,15.6430
11.9779,13.4210
11.4900,13.4283
10.9482,12.9768
10.3818,11.2404
9.4177,8.8517
8.2688,7.6337
6.8014,7.1483
5.2038,5.9653
3.3630,4.4446
0.7184,1.7073
-0.1564,0.0729
-0.5354,-1.6869
-0.3740,-3.3912
-1.4034,-4.5519
-1.7087,-4.3208
-2.1022,-5.7507
-2.1540,-6.8886
-2.1127,-8.2408
-1.4431,-6.8138
-1.0390,-7.8879
-1.2120,-8.2867
-0.7549,-8.9480
0.2269,-9.9762
-0.3950,-7.9280
-0.1296,-9.2525
0.3289,-10.4464
1.1376,-9.2742
1.3852,-9.6667
1.6403,-8.7061
1.8711,-8.6301
2.2081,-9.0552
2.2358,-9.6400
3.4947,-9.1175
2.9461,-9.8013
3.0177,-10.5547
2.9410,-10.7376
-1.8014,-5.1426
-1.7293,-5.0786
-2.4634,-2.9713
-2.3466,-0.7650
-2.4108,0.2959
-2.3313,1.6380
-1.5656,2.7538
-0.7477,3.7908
-0.2392,4.7281
1.0173,4.0271
0.3774,2.6435
0.2738,3.1489
-0.6237,0.0660
0.6278,1.2234
1.6822,2.5133
1.8156,3.1001
0.7303,3.9660
0.6559,1.9122
1.6033,0.4149
1.0807,0.6113
0.6300,0.7742
1.4060,0.0832
2.0512,0.2539
1.9231,2.8791
3.0384,3.3219
1.8912,2.3214
3.0881,1.8586
2.9453,2.4212
1.9744,3.2623
1.1235,5.0066
0.4501,5.9693
0.9444,7.1783
1.0094,5.6946
1.3183,2.8427
0.7688,2.7776
0.7789,2.4195
2.1915,2.3953
3.0683,1.8575
2.0053,2.2384
2.9891,2.2234
1.3896,3.5252
1.5523,4.0489
1.4185,4.5958
0.7167,4.9775
0.6090,5.8860
1.3631,5.3504
1.6020,3.9127
2.0921,4.2199
2.4556,4.2925
2.3375,3.9104
3.2043,4.1738
2.8719,4.8554
2.3442,6.8230
0.9833,5.5131
0.8583,4.0354
1.5574,4.3481
1.2427,4.4516
2.4843,3.5372
2.7834,4.4907
3.5088,4.0656
3.2252,3.4974
2.9652,3.2640
4.3489,5.1449
4.8990,4.8981
4.0142,5.4518
3.4268,4.2645
3.3305,4.5410
3.6129,4.8224
2.3797,3.7787
2.1909,2.9586
1.5957,2.9484
2.8029,4.6859
3.1532,4.9816
3.0408,5.1711
