estimatedX,estimatedY
133.9210,14.3762
127.2010,7.7823
127.8160,9.1799
128.2357,10.7991
128.7798,9.4649
129.2890,10.7528
129.3815,12.1363
130.8897,10.9554
134.5853,10.5089
136.1511,10.4599
137.8010,9.8172
139.6056,8.4491
140.8202,8.4338
142.4737,6.2145
141.6988,5.8136
142.3440,5.2273
143.2506,1.6896
148.5418,1.4930
150.4594,1.6187
150.0403,0.9736
152.1069,2.8115
148.9361,-7.4359
149.4541,-9.8165
146.7313,-10.9012
146.0463,-11.5437
145.4094,-12.9147
142.6945,-14.0169
142.7683,-17.5647
138.7642,-16.4161
136.4072,-17.1302
135.0635,-17.7945
133.8054,-18.0495
132.2175,-18.0974
130.8694,-18.8664
126.8921,-18.3998
124.3752,-18.0091
122.1343,-19.5892
118.5846,-18.9262
116.4121,-18.8017
114.2562,-19.4857
111.5403,-18.0793
109.5842,-19.9366
105.0716,-16.8483
102.3536,-17.0276
99.6883,-17.7370
96.9324,-17.8009
92.6273,-14.7513
87.9374,-17.9126
82.5265,-20.2874
77.9669,-19.2568
74.3700,-18.7088
70.2306,-17.7271
66.4302,-17.1528
62.0487,-17.7237
57.2759,-19.1758
50.9082,-19.7360
46.2784,-19.8619
41.6905,-18.4208
37.0078,-18.5228
32.7648,-16.4036
29.0029,-15.2744
25.5912,-13.2245
22.4069,-11.5180
18.7994,-9.3962
15.0071,-7.9134
11.7921,-5.8740
8.3864,-2.0578
3.8870,-0.6236
-0.4165,1.0077
-4.4360,2.4862
-1.5955,5.3743
-4.3537,7.5453
-6.5781,9.3152
-9.7777,11.0598
-12.8682,10.3352
-15.8342,11.3771
-17.7293,11.8498
-17.7712,16.0093
-21.7367,13.6620
-18.7957,12.5300
-19.9499,16.0829
-22.8143,13.1253
-22.6274,21.6735
-23.3925,24.6948
-24.6451,27.9542
-25.8620,30.9216
-27.7366,33.3788
-27.9231,36.2511
-28.2617,38.6066
-34.6139,40.7209
-33.3297,43.3134
-34.5788,35.4887
-35.9048,36.6380
-37.3061,37.8183
-38.2404,38.9704
-34.1992,39.7829
-34.8234,40.8025
-35.7632,41.5799
-35.8715,42.9560
-40.6501,42.5132
-41.5479,43.0344
-42.0473,43.5643
