estimatedX,estimatedY
10.3404,60.4795
4.4522,8.7144
4.0972,6.4697
1.9133,2.4224
0.0642,1.7265
-1.4448,1.1917
-3.4797,1.2221
-3.5891,-0.4395
-4.9015,-0.7710
-4.9783,-1.6333
-4.2023,-1.8390
-3.7900,-1.9110
-2.6906,-2.0260
-2.4784,-2.6311
-1.7777,-2.9529
-1.4651,-3.2192
-0.4229,-3.1464
0.6166,-0.2246
1.0696,0.6742
1.8066,0.8204
2.6795,-0.3634
4.0512,-0.8338
4.5860,-0.2829
5.1407,-1.5154
1.4102,2.7356
1.1720,1.8771
1.4499,1.4243
1.5593,0.9450
1.2685,-0.3757
0.9199,-0.3628
0.2422,-0.0188
-0.2809,-0.4080
1.7694,0.6277
2.0869,3.5004
1.8473,2.5282
1.7969,1.5727
-0.5621,-2.2925
0.0459,-1.3121
1.0502,-1.3348
1.1405,-1.9633
1.0196,-0.9155
1.1239,-1.4818
2.1971,-1.8774
2.0200,-3.8490
0.5750,-0.3615
0.8329,1.0842
1.5617,0.9307
1.6656,2.4788
4.4035,-2.8120
3.1548,0.6067
4.3148,-0.4887
2.7769,-0.2459
2.5611,0.2513
3.7584,-0.9370
1.9866,-0.3056
0.8458,2.9728
0.4500,2.1626
1.0035,1.2429
-0.0430,2.7787
-0.7345,3.1639
0.2972,2.6881
0.2620,3.7526
1.6573,4.3489
0.9385,4.9947
1.8806,5.2854
0.8557,6.5993
2.8441,5.6097
1.4798,5.2481
3.8879,8.7262
4.5128,7.8474
4.5559,5.2438
5.2316,-0.2706
5.7648,-0.9466
6.0239,-2.4120
4.0033,0.9456
3.2167,2.0033
2.8256,2.5517
2.1464,1.6164
0.6581,0.6699
-0.5500,0.5508
0.5584,3.1962
-0.1941,3.4656
-0.2074,3.4258
0.6639,6.0685
1.7482,5.8927
1.1843,13.8567
0.3133,10.8220
1.5583,8.8826
-0.2952,5.4299
-1.0116,3.4274
1.9850,4.6369
2.9267,4.6958
1.3914,5.3038
3.3223,4.5511
4.8062,5.9024
3.7301,7.0131
2.2628,7.0194
2.0440,8.0621
1.3454,1.0818
0.9136,-1.5663
1.1444,-0.7975
0.7976,-1.4358
0.3318,-2.2028
0.8154,-0.1091
1.3796,-0.3802
1.3965,4.8285
1.7846,4.2842
1.4329,4.6999
1.6057,6.6129
1.6955,6.4930
1.8659,6.8603
2.3991,7.1490
3.5760,8.0775
3.4970,6.6049
3.4615,6.7191
4.2486,7.5240
4.1576,9.7928
3.2826,8.9309
1.0686,8.9059
-0.2073,7.9517
0.4178,7.5298
1.2774,6.3915
1.4859,4.2588
1.4194,4.2033
2.1462,4.4376
3.4450,5.4430
3.3529,8.6508
4.3292,5.6424
4.7054,5.9960
4.3826,5.4410
4.0737,4.9829
4.1532,5.6407
4.8899,7.0209
6.0299,5.8042
5.1662,6.2088
5.2560,4.8260
2.4939,6.7808
1.4353,4.8973
1.0491,8.8323
0.9514,6.7471
2.7564,7.3114
2.2704,8.5565
2.4610,7.1028
2.9235,6.5512
