estimatedX,estimatedY
-2.1689,31.0104
-1.2742,21.7053
-2.0915,21.4973
-3.8809,20.2645
-4.7471,18.6879
-6.6651,17.1769
-6.9183,15.7187
-6.1583,13.3036
-5.4528,10.7838
-6.2222,9.3128
-6.3497,7.8509
-5.3921,5.9514
-5.2136,4.7843
-5.0909,3.2165
-4.7399,-0.2213
-3.3102,-2.8594
-3.4600,-2.7685
-2.0713,-1.7564
-0.5588,-2.7632
-0.4988,-1.2012
1.9001,-2.6079
2.8684,-3.8057
1.5138,-1.9327
2.1590,-1.3433
1.9007,-5.2989
2.6089,-6.4002
1.5635,-4.0293
1.1810,-4.9238
1.0770,-5.2006
-0.0542,-3.1441
-0.0798,-0.9557
0.2191,-0.5060
0.8531,-1.1393
0.2374,0.1267
1.4661,0.4544
2.0809,1.1010
0.1612,3.9285
0.5925,6.0595
-0.4015,4.1245
-0.7929,3.9802
-0.1860,2.9971
-0.1851,3.8189
0.3193,4.4662
-0.0091,5.7059
-0.9893,6.4620
-1.1216,7.2189
-1.8661,7.0357
1.4035,4.6741
1.5177,4.4016
-1.0671,6.0534
-0.6262,5.2056
-1.1594,5.2135
-0.5984,4.3033
-1.7624,2.8251
1.3605,2.5179
0.5151,2.0404
0.3433,1.7969
1.4063,0.8177
1.8618,1.1024
1.8474,-1.2674
1.6094,-1.8535
3.5175,-2.1797
3.0411,-2.0529
3.6294,-2.6907
1.2334,-1.8984
1.8708,-0.5801
3.0810,-1.8837
1.7394,-1.7511
2.4320,2.5445
2.5866,1.8505
1.0285,3.2483
0.7691,3.4573
-0.8512,2.4194
-0.9415,3.1536
-1.0989,5.3289
-0.5154,6.2855
-0.5794,6.9540
-0.5807,7.5098
-0.4293,8.0318
0.3355,5.6650
-0.0766,6.4693
-0.2313,8.3432
0.4738,6.7351
-0.1400,5.4940
0.0975,4.0869
-1.0855,4.2745
-0.7250,5.4195
-0.4053,6.8416
0.1626,6.0918
1.1193,3.6089
0.9568,2.7497
1.0693,3.3657
3.2884,1.9571
2.9341,1.9087
3.2715,2.5744
2.3988,3.3102
1.1842,3.7290
2.7210,5.2889
2.4108,5.9696
2.6347,6.1815
1.6983,4.3855
1.4034,3.3637
2.5304,3.0130
2.7855,2.6979
2.7708,3.1294
-0.0382,9.8448
0.4585,6.6856
0.3713,8.0603
0.3936,9.3863
-0.2465,8.7283
2.7990,6.0450
1.5908,6.8545
2.1474,7.7525
2.1498,7.1056
2.2590,7.9895
2.0519,7.8927
1.7459,7.8306
0.7391,6.0611
0.5416,6.3351
1.1631,7.6834
1.3034,5.6154
0.8409,5.1378
1.1751,6.5888
3.2318,4.5360
4.4033,3.6474
4.7907,3.4729
5.9843,4.3871
2.2946,8.0695
2.2806,8.1187
3.3812,7.3207
4.1826,6.2275
3.3464,5.9984
2.7734,6.6731
4.0300,4.0426
4.1085,2.9265
4.8469,4.2139
5.3213,3.6948
4.9412,3.3671
5.0323,4.9815
5.0177,4.7477
5.2728,4.8809
4.3104,3.6468
2.8004,3.7181
2.4865,3.3121
2.2092,2.6869
3.0327,2.3554
3.2973,2.7618
3.2625,3.9042
4.5988,4.8743
4.5533,5.0999
5.4893,4.8548
3.6902,4.6031
5.0541,5.4717
3.9286,4.8588
4.3905,4.3273
5.5314,4.8006
5.7796,5.5350
6.1126,4.9325
4.8013,5.4890
3.6193,6.6784
4.5918,7.5375
3.8763,7.5316
5.0030,7.7931
4.4352,7.1772
4.6782,8.1131
5.0710,8.4676
4.1360,8.0314
4.0000,8.6258
4.6142,8.4766
3.6961,9.3394
3.2320,9.8806
