estimatedX,estimatedY
0.0613,19.8707
-2.4532,19.5030
-4.5204,18.3017
-7.6239,17.5028
-9.6661,16.2398
-11.4721,15.6348
-13.0801,14.0400
-14.9741,12.3955
-15.0634,11.4112
-14.9304,10.3247
-16.1200,10.3229
-16.1736,7.5284
-17.3897,6.9302
-16.8195,7.7014
-17.0223,6.9686
-14.8386,5.4274
-13.3107,4.9394
-12.4502,3.9153
-11.9795,2.6470
-11.4083,1.3590
-9.8017,0.8640
-7.8987,-1.1569
-4.1107,-1.6968
-1.4632,-3.2122
-1.5032,-2.1290
-1.7862,-0.8644
2.6320,-2.9883
1.4814,-1.8068
3.8642,-1.0482
1.3716,1.7544
2.3112,1.6075
2.6392,1.1667
3.2466,0.6850
4.4044,0.9687
4.6672,-0.5312
5.2986,-1.1579
6.0127,-1.8167
5.0338,-2.3293
3.7542,-0.5697
1.7484,1.3972
2.9021,0.6838
1.6665,1.0552
2.1267,1.2393
2.8871,1.4526
1.6968,1.6604
0.1874,3.2232
2.2585,0.6481
2.2728,-1.2258
4.0543,-1.7972
3.8704,-1.8212
5.6851,-2.8400
3.1176,-1.1868
3.5930,-1.7916
3.1182,-0.7911
2.2860,-0.7470
3.0284,-0.9406
2.7718,0.1531
3.0703,1.2187
1.9893,2.0000
1.7918,2.0186
3.6378,1.5946
4.8101,1.6966
3.5519,2.3675
3.0312,3.5553
2.6859,4.9919
1.3840,6.0507
0.5889,6.8449
-0.6975,7.3828
1.6994,4.8206
2.8716,4.2646
-1.5733,6.4648
-0.3193,4.7088
1.2710,3.2074
1.4675,2.2007
2.0387,2.1531
3.0701,2.4337
1.5077,3.3774
0.5096,3.5325
-0.1776,3.9159
0.3964,1.4480
0.8031,3.6894
2.7067,4.2428
2.1186,5.0473
1.2788,4.2204
1.1040,3.1211
0.2069,3.5516
-0.0235,3.3735
-0.4724,4.0502
-0.9968,6.2686
0.9630,3.9501
-0.7180,5.7114
-0.8107,7.1681
0.5402,6.0100
0.9434,3.9932
0.6628,4.8432
0.3530,6.0678
0.7729,6.9805
1.0659,5.6271
1.9342,6.2746
2.5818,5.7302
3.3625,2.8119
5.6371,1.6675
4.3895,5.9981
2.1907,8.2482
3.2870,6.0030
3.8695,5.9060
5.1391,3.3902
4.4780,3.1761
4.7602,3.8832
4.9319,4.3423
3.1246,3.7928
2.1624,4.6626
6.0061,3.6252
4.7449,4.0636
3.3852,3.3879
3.2227,3.7363
3.6940,3.5941
4.2822,3.2192
7.0403,2.9835
6.1255,3.4963
6.0353,3.0184
6.9085,1.7220
5.5999,2.7838
5.9989,2.4327
6.4035,2.4769
5.3715,5.2239
3.9974,6.9483
4.1964,8.7618
5.2184,5.4398
4.0838,5.1882
3.6705,6.3511
3.9269,6.0010
1.7799,7.1356
4.7410,5.7070
4.8728,5.7241
4.3673,6.9325
3.5467,6.4414
2.6549,7.3684
1.0653,7.7256
-0.4400,8.0672
-0.8819,7.2969
-1.0783,7.6544
-0.1467,7.5771
0.7934,8.3339
2.3599,6.9966
3.1754,7.1265
3.6641,7.3300
2.6532,7.5168
4.6373,8.3456
4.8897,7.2840
4.5900,7.6824
3.2530,6.3635
2.5929,4.1521
1.3787,5.8144
2.7353,6.0889
3.3488,5.5863
5.2520,4.7047
5.3822,5.5375
3.1243,6.3140
2.4480,5.0678
2.7442,5.1918
2.9663,4.2267
2.8321,4.4237
3.2066,6.0699
3.5730,6.4393
4.4271,6.2164
4.5582,5.3495
5.1122,6.4335
5.7556,5.9072
5.8336,7.8532
6.8521,7.5319
7.4854,6.8512
8.9365,5.8461
7.1471,6.4766
5.0728,7.6437
5.9529,9.4965
5.7126,11.0612
5.0676,9.7163
5.0502,9.1303
6.2569,8.9412
6.8547,9.3721
6.3865,8.3364
5.8232,7.7894
5.2790,6.7778
5.3002,6.5128
7.1819,5.6423
7.0712,6.1089
8.4998,6.3724
8.0755,4.8948
6.8183,5.4987
4.6510,5.0398
4.1482,5.3260
4.2030,7.7268
5.3067,8.3810
5.3267,9.2508
4.1214,8.1288
5.2232,6.9083
6.3071,7.1483
6.1686,8.1210
5.6052,8.2847
4.5259,9.3671
3.8828,9.2193
4.7657,10.3169
4.5664,10.3328
4.7944,10.5992
5.2529,10.0218
4.6671,10.3665
4.0109,9.5421
5.1345,8.8075
5.4916,8.1490
4.3650,7.1409
4.6095,8.0519
4.6413,8.3710
4.7749,7.6240
2.7453,10.2213
2.6095,9.3502
2.7649,10.2592
2.6276,10.7929
3.2963,10.3435
2.7254,12.0772
2.9321,11.4226
2.9120,10.9423
4.9470,10.5124
4.5429,10.5055
5.4509,9.8024
6.2551,9.0311
8.1219,8.2360
8.5790,8.5733
9.0418,6.9928
9.5201,7.4380
8.7697,6.0374
4.4403,7.9767
3.1981,9.2466
6.9409,9.1885
5.8651,8.0470
5.9432,8.5648
6.4262,8.2639
5.1615,9.0538
5.8457,9.6555
8.4212,8.3117
9.6896,6.4515
9.3821,5.7729
8.6938,6.7558
7.2900,10.0582
