estimatedX,estimatedY
14.7886,10.6098
14.1075,8.0727
14.2183,5.6667
14.1860,3.0727
13.6977,0.5649
11.2879,-1.0659
10.6265,-3.3389
10.1506,-5.6899
7.5286,-5.8889
6.6414,-6.9994
5.9244,-8.7768
4.2091,-10.6432
3.9451,-11.1816
3.7594,-11.9514
3.2443,-9.5800
2.7954,-9.2290
2.4453,-8.6710
2.7384,-8.7883
2.6707,-9.0775
2.9342,-8.9348
2.6512,-8.6793
3.9531,-7.1500
4.2260,-6.2530
4.5814,-5.2729
4.1979,-4.0607
1.8334,-3.1525
2.3577,-2.3968
2.1360,-0.9793
1.0689,0.4168
0.5219,1.1589
-1.7533,0.9575
-1.1519,0.8922
-1.4829,0.9479
-1.6912,2.0925
-1.5142,2.7565
-3.3020,3.3766
-3.0436,2.1167
-3.5844,2.7483
-3.2753,2.7872
-0.2227,0.7419
-0.2872,1.9540
0.6267,1.4749
-0.0760,3.1332
0.7924,1.0541
1.3305,-0.0515
1.5718,0.1626
2.1157,-0.2287
2.2373,1.8203
3.4071,0.6481
1.6335,2.1707
1.4158,0.8068
1.1301,1.0382
0.6251,1.1985
0.1803,1.0568
-1.7027,2.1162
-1.6723,2.1343
-0.2671,1.1299
0.8525,0.9428
1.1735,1.1969
-0.9815,2.1172
1.6327,1.2223
1.4081,1.7962
1.7912,1.8811
1.1524,3.7372
0.1442,3.7581
-0.4587,2.3594
-0.4309,2.1626
-1.5375,1.9531
-0.2372,2.0760
1.3834,2.8294
1.6872,2.3346
1.6648,1.1656
1.3992,1.0495
1.8946,-0.0725
1.0342,2.9959
1.0751,3.7532
1.7002,4.2235
0.9827,3.1505
1.3935,2.8687
2.0376,2.2460
2.3597,2.1180
2.0689,2.1968
1.9933,2.1056
2.4391,3.1363
1.2461,4.3554
2.0929,3.7417
1.5616,2.5172
0.9478,0.9328
1.0618,1.0876
1.8638,1.7493
2.8566,2.3200
2.6640,2.3636
3.0369,1.6317
1.3126,4.1757
0.9218,0.8486
1.1376,0.6583
0.9709,-0.3471
0.6913,2.9287
1.1830,3.3955
1.7526,4.6220
3.7369,4.8599
3.0809,5.1950
2.8481,4.1717
3.3696,4.2178
3.4529,3.9784
3.7552,4.1695
2.9261,4.9776
3.0837,6.2957
2.6990,5.2413
3.5204,5.0999
2.5068,6.1904
3.0723,3.3778
3.7873,3.8678
3.9984,3.6354
4.6892,4.0647
4.8751,4.4655
5.6550,4.3893
5.6103,4.7890
4.0721,3.8744
2.1628,5.1769
2.0533,5.4611
1.0618,5.6594
1.0572,7.5394
1.9083,5.5584
1.9710,5.2893
2.1489,5.0904
2.6835,4.2130
3.1349,3.9002
3.3036,5.7420
2.3553,5.6128
3.1009,5.5551
3.6546,5.0885
1.7777,4.8784
1.0772,5.9269
2.3360,5.9376
2.9735,5.9352
2.3920,6.5628
3.6974,6.8327
5.1205,5.6511
5.4842,5.4773
4.5757,5.6311
4.3254,5.5194
4.9074,4.1908
3.8358,5.6293
3.4948,6.0871
4.2408,5.9690
4.9122,5.3650
5.8818,5.0311
6.5156,5.1164
4.9272,6.3058
4.4140,6.1511
4.6682,5.8214
4.9851,5.7640
4.9409,5.3493
4.0469,6.4341
2.8642,6.5866
4.0369,6.8421
4.6078,6.8823
4.2573,8.2715
4.6716,7.4012
5.0776,5.9545
4.4670,5.7603
4.2926,5.4463
5.0934,6.0793
5.7042,5.8685
4.9982,6.6370
4.2072,6.5836
5.4199,7.9885
4.7822,8.4946
3.8962,7.1860
3.6097,7.4427
4.3304,8.1770
4.1790,8.4561
4.7671,8.7586
5.1508,9.4887
5.2683,7.7760
4.3264,7.3512
3.9011,7.2646
3.7938,7.0474
4.1259,7.9582
3.8979,7.6872
6.2004,7.1538
6.5314,8.6353
6.8977,7.4898
5.7196,7.2441
4.3262,8.7777
2.5176,10.6310
2.2481,10.7021
1.6007,10.3571
0.0454,10.0061
1.5130,10.8419
2.6516,11.1821
4.3480,11.8659
4.7286,12.6999
4.4563,11.3469
4.5230,11.0245
5.1848,10.6133
4.8288,9.9559
4.6532,11.2644
4.9534,9.1458
5.2242,8.7663
5.6312,9.1176
6.9125,9.3580
6.2307,8.9661
4.3178,7.8137
5.6218,6.1796
6.8754,5.9069
6.2414,6.4329
