estimatedX,estimatedY
1.1287,17.2975
1.5254,15.3134
2.0676,13.1944
2.5455,10.9896
2.1961,7.8973
1.9324,5.4728
1.7563,3.0744
1.1225,1.1574
1.0511,-0.6044
2.1442,-1.1909
1.3554,-2.7718
3.4465,-2.8759
3.8377,-4.0307
5.6377,-5.2434
7.0103,-6.7202
7.0808,-7.7990
6.3070,-9.2537
5.6245,-8.2767
6.2829,-7.8532
6.1777,-6.0318
5.3044,-5.3221
4.3718,-4.2489
4.6958,-3.7734
4.6691,-3.7696
2.8744,-3.6525
2.4594,-3.0591
1.9023,-3.0859
2.5662,-2.1815
1.7922,-1.4565
1.6842,0.6548
2.6931,0.7176
2.1189,1.5530
2.0700,2.2929
0.9612,1.0666
3.7760,-1.0568
3.8053,0.0623
-0.5383,0.3562
0.8722,1.3196
-1.6411,2.1548
-0.3995,2.7353
1.7242,1.1728
-1.1052,4.9893
-2.2409,5.6846
-1.1592,3.9717
-1.7638,3.2411
-1.3423,2.7337
-1.0386,0.8976
1.3216,-0.4214
-0.4846,-1.6734
-0.2116,0.8704
-1.2134,1.4413
0.3944,3.5775
0.2826,4.2179
-0.9049,3.2115
-4.2897,2.5947
-1.9605,1.0626
-2.1357,1.2571
-1.4700,1.3418
0.1949,1.1785
-0.9054,0.4923
-0.3200,1.4056
-2.7425,3.3643
-2.9329,2.7682
-3.5957,6.1887
-4.8278,5.5630
-5.0752,5.6261
-2.4387,2.4913
-0.5311,2.3992
3.6659,3.4833
0.6262,3.9728
5.5495,3.8768
3.7445,2.8311
5.7344,1.8465
5.7744,2.0938
0.4197,6.8505
0.9642,2.4701
0.7252,1.5764
0.9385,0.2008
1.0670,-0.9851
1.2412,0.7308
1.3629,1.5199
1.0089,2.2344
-2.0507,3.5850
-1.3063,3.6987
3.5987,1.2567
1.6437,0.2829
3.2538,1.0578
4.3887,1.3364
1.5030,1.7072
3.1464,1.7866
3.8947,0.0277
4.4965,0.4557
5.8983,3.0733
3.0695,6.3022
2.2080,6.7324
1.9128,5.1611
0.4416,4.3061
0.9048,4.9193
0.1027,7.4906
-0.4678,9.3112
0.4958,4.5122
1.5816,4.5822
2.3934,3.7360
4.2553,2.7709
2.1976,2.4751
2.2272,2.3215
4.1286,3.0678
3.6481,3.5923
3.2352,1.6450
1.8547,0.0536
0.5301,1.9606
2.1697,3.8034
0.2734,3.0062
2.6114,3.9326
3.2818,3.6873
3.1541,4.2975
2.0615,3.8899
2.4530,2.4872
5.1497,0.6205
4.5469,3.5087
4.9352,3.7228
4.2174,4.8226
5.2710,4.6932
7.3058,4.2854
6.0440,5.2843
8.9962,4.3498
7.2766,4.6177
7.3693,4.2134
6.7713,3.5012
7.0434,2.6422
4.5355,2.7480
3.9517,3.1728
5.5990,2.3976
6.2253,2.2162
5.5986,3.3321
7.4782,6.9463
3.9781,8.9309
3.0286,9.3647
0.4026,12.4200
0.7086,12.4633
0.1754,13.4239
-0.6964,12.9989
-1.8881,12.5859
-1.3323,12.0177
-0.4131,12.1103
-0.9610,11.3163
-0.6400,11.8123
0.2543,10.7705
0.2114,9.8825
0.7855,8.5942
-0.6883,6.2280
-0.2801,10.0051
0.9554,9.5050
1.8081,10.1535
2.3626,10.6203
3.5503,9.9521
4.0925,9.6442
4.2732,9.0540
4.0512,10.3330
4.5514,10.7410
4.0171,9.7657
4.0916,8.1857
3.7987,6.5250
5.4343,4.2617
5.2274,3.6341
6.0196,4.9056
5.7754,3.4136
5.4645,3.9118
7.1657,5.1384
6.2028,6.6163
7.3383,6.6799
6.3275,7.1167
5.5949,5.9991
5.2462,6.6565
4.3622,9.0776
4.1519,9.7957
3.5620,9.7938
5.2292,8.1373
6.4037,6.5039
5.8422,6.8112
6.1333,7.3803
4.4868,8.8820
4.9622,8.5938
4.4714,9.5373
3.7675,9.0535
4.7312,8.9238
3.1001,10.3618
1.0161,9.3324
0.3604,10.0172
0.8792,8.4394
-2.3363,11.2739
-2.1503,11.0050
3.3109,8.3718
4.0019,7.1543
4.7786,8.5580
5.3699,6.9121
6.0087,6.7349
7.7258,8.3956
7.4574,7.9281
7.6921,7.4618
7.8415,5.3887
8.5435,6.8394
8.3480,5.6657
7.8538,6.4104
8.5011,7.1400
7.3198,7.2100
7.8753,6.8349
7.9545,5.5805
7.8506,7.9381
5.9956,9.8029
7.1555,7.9304
6.9341,8.3486
7.6961,8.2923
6.1439,8.8340
6.0883,9.2628
5.1806,8.9821
5.4766,9.1630
3.7894,9.7476
4.0737,10.1146
4.0176,11.4061
5.3334,10.9896
4.2658,11.5486
4.0363,11.4684
6.4687,9.0597
6.7093,10.2046
6.8534,9.6439
8.6725,7.3920
9.3369,7.7182
10.1713,7.7146
11.6154,6.3439
10.3325,7.5190
9.9965,6.4587
7.0909,7.8683
5.4388,6.8214
5.8970,5.7591
7.0012,7.8997
5.7291,7.6781
4.6984,8.0515
4.6505,9.3441
4.2479,11.0502
4.6231,9.4912
4.2184,10.0966
4.8042,9.5290
4.6852,9.4165
4.7088,11.1884
5.3199,10.7312
6.2912,8.8923
7.9285,9.4163
6.6860,10.2815
6.9819,9.0636
8.1951,7.1615
7.5575,6.0684
7.7896,4.8835
7.9220,5.9494
8.0575,7.2609
7.7999,6.8126
7.5046,6.6321
8.7931,7.5357
8.3806,8.5638
7.5522,8.4122
5.8698,8.5888
5.9603,9.0737
5.6338,8.3732
4.1523,10.2357
4.1664,10.5438
5.4411,10.1981
8.3539,7.2998
9.4915,5.1281
8.4771,5.7177
10.9120,3.4052
11.4592,2.6106
11.1113,2.3380
10.0445,2.7167
10.1290,3.1041
8.9945,4.1539
8.8296,4.3212
7.5797,5.6529
8.6207,6.4552
9.3229,5.8620
8.5340,6.5390
8.0978,5.2346
8.8260,5.7444
8.1741,5.8741
7.8237,6.4147
10.1811,6.2603
9.1245,5.8917
9.3921,5.3009
9.5126,4.8627
10.5966,4.9846
9.9429,3.7269
10.2846,5.7738
9.0889,6.7042
8.5563,7.0158
7.0498,7.3902
7.5832,8.7868
7.9999,8.5004
8.0903,8.4423
6.0424,9.3895
6.0068,10.0010
4.7720,9.0627
7.8862,8.7236
8.2367,9.4771
8.0306,10.3199
9.2232,8.9665
8.8659,9.4206
8.5149,9.3903
7.9965,7.5628
7.7851,6.3057
6.9401,6.7042
8.7482,4.3302
8.5976,4.9221
10.0869,4.8547
10.6355,4.1319
8.5440,6.3715
8.1064,6.2814
9.1055,7.7955
7.6436,7.5239
5.3347,8.5875
5.4392,9.7174
5.6365,9.6513
7.1443,9.1594
7.6686,7.8293
5.3288,11.9138
6.9374,11.9252
8.0253,10.4931
7.5236,10.5932
11.1670,9.4901
9.4920,10.7884
7.8776,10.1462
8.2125,9.3572
9.8143,7.1979
10.1096,6.4823
8.8087,7.0620
8.7130,9.6498
8.0426,9.7699
8.7470,10.3099
9.7822,8.9131
10.7942,8.0894
11.0431,7.8244
9.5624,9.3606
8.9555,8.2253
6.2353,7.5582
6.3823,9.3884
6.1687,7.6786
10.4743,7.1179
11.1048,8.4828
9.7407,7.5644
10.3018,9.1245
9.5880,9.0773
9.3706,10.1055
9.9933,8.0867
9.3921,8.3851
10.1435,8.6972
8.0280,8.0319
8.6849,7.9004
7.8949,8.3577
7.8090,7.7852
8.8869,7.3894
11.1601,6.3311
12.1378,6.3569
12.8947,5.5645
14.0403,4.2308
14.6247,4.0159
13.3999,2.0326
13.8551,1.3061
12.9696,1.7094
14.3067,2.6437
12.9689,1.9880
14.3954,0.8943
12.9753,-0.0418
11.9034,-0.1775
10.1994,0.7080
13.4547,0.9912
11.6590,2.9299
11.5574,4.3668
10.8723,3.7539
9.8569,4.8983
11.0634,2.9686
9.9495,3.2826
10.9084,6.5297
9.5266,4.4436
9.1275,4.4839
8.7674,6.1192
9.6212,4.7936
9.7167,4.8379
10.3624,4.1529
10.8870,4.3759
12.3805,3.8663
12.5711,4.5262
14.3461,2.6838
13.1026,1.0997
12.8316,1.8283
13.0116,0.9903
13.2603,1.7897
13.7256,0.3644
14.1635,1.9873
13.8861,2.5108
14.0460,2.9644
13.7879,3.9465
11.8550,4.8351
11.5559,5.1326
12.9605,4.2046
13.8523,5.3700
12.0049,6.3297
10.2170,8.0017
10.7035,8.6425
9.9328,8.7434
8.4691,6.4989
7.3489,6.4739
7.3848,7.0637
7.0937,6.9302
8.3312,7.0930
8.0448,5.5750
7.7851,5.5300
8.4037,5.6991
9.1217,5.6605
9.8244,6.1556
11.4511,4.9714
12.2822,4.8937
13.4974,5.3185
15.1341,5.8198
14.3770,4.9417
14.8847,3.8528
15.6873,2.2019
13.6315,2.1833
12.9853,1.4423
14.0467,1.0465
12.9141,1.3027
12.7426,1.7582
13.1226,1.8310
13.0101,1.2494
13.4176,1.1011
14.2750,2.4064
13.7299,3.5947
14.1895,3.4317
15.0059,2.5597
14.6053,2.2051
16.3711,0.8658
16.3575,-0.5980
16.4638,0.0645
15.3053,2.3500
14.9231,2.7231
14.8885,2.0468
14.7045,0.8924
14.2753,1.3259
14.1309,1.4515
11.9624,6.4255
13.7534,2.1659
10.5306,3.9061
12.2455,2.2978
15.0201,3.5398
15.4896,3.5245
12.5379,4.0536
13.1913,2.9450
13.8915,0.3545
14.1564,-1.0764
13.0546,0.6071
11.3566,3.7396
15.6717,-0.3654
14.9757,1.2660
15.7900,3.0348
15.1569,3.5820
16.6044,4.4721
16.4876,3.7443
15.4858,3.6739
15.8184,3.1673
17.1675,2.4647
16.7353,1.3617
16.2723,3.4000
14.9929,4.8459
13.3137,5.4600
14.5173,3.4387
14.8461,2.1536
14.4853,2.0236
13.5287,2.1418
14.3135,2.2870
13.6330,1.8339
15.6691,0.7411
14.9585,1.0284
12.8694,2.9020
13.1471,1.4521
15.4169,3.0324
15.1761,0.1301
14.1588,1.5213
12.8193,0.5822
10.6575,2.3047
10.9448,3.5423
12.2115,3.1773
10.7444,4.7090
10.2566,4.9536
10.8842,5.5731
10.9954,6.7208
13.6919,4.6697
15.0678,4.6819
15.1550,5.0676
15.0126,1.6680
16.0073,1.4446
15.6831,0.6697
16.4354,0.4482
18.6590,-0.8381
19.9187,-1.4145
20.6804,-1.9148
21.3685,-2.3212
20.1690,-0.8647
18.5489,-0.4428
17.4493,0.4756
16.4103,1.5133
17.6444,1.5221
19.5669,3.5048
17.3980,3.5056
16.3268,3.7928
14.8751,4.5813
15.4346,4.6445
15.2991,4.1467
14.8582,4.6867
13.7750,4.2430
12.5321,4.5564
13.9379,5.6488
17.0887,3.3554
17.8093,4.0538
19.6734,3.9459
18.4811,4.8711
16.9815,6.9197
15.0162,6.9212
15.6324,7.1801
14.8707,7.2685
16.2964,6.3324
14.3303,8.7244
13.0539,8.6181
13.6888,8.7577
13.5242,9.7280
14.9277,6.5767
14.3330,5.8351
12.5523,4.8059
15.8838,4.2979
17.2661,4.1748
17.3424,4.0653
16.8489,4.2615
16.1142,4.4502
13.4606,3.4135
14.7976,1.2324
14.8030,1.7623
17.6052,2.1881
18.1923,1.8390
18.8536,1.4215
18.4584,1.1198
18.0792,0.5094
18.8685,2.1393
18.6753,0.9143
18.1129,-0.5177
18.4018,-0.5365
19.2729,1.7838
19.1446,1.4646
18.6606,1.6981
20.0606,0.0627
18.7757,0.8037
19.6404,0.4787
19.5423,-0.0469
20.3160,-0.1664
20.2109,0.2868
19.6690,3.9870
18.0816,4.7037
19.2478,5.3246
19.3376,5.2744
19.8926,6.2489
20.6705,6.9203
20.9669,4.5006
20.0259,5.2781
20.5612,2.9290
20.5496,3.0004
